date,name,point
1196,2018-07-26,경성학교: 사라진 소녀들,6.12
1197,2018-07-26,속닥속닥,5.41
1198,2018-07-26,인랑,4.34
1199,2018-07-26,게이트,3.74
1200,2018-07-27,아일라,9.56
1201,2018-07-27,당갈,9.56
1202,2018-07-27,허스토리,9.42
1203,2018-07-27,원더,9.41
1204,2018-07-27,레옹,9.37
1205,2018-07-27,동주,9.35
1206,2018-07-27,피아니스트,9.3
1207,2018-07-27,인크레더블 2,9.26
1208,2018-07-27,미션 임파서블: 폴아웃,9.22
1209,2018-07-27,벤허,9.22
1210,2018-07-27,사랑과 영혼,9.17
1211,2018-07-27,신비아파트: 금빛 도깨비와 비밀의 동굴,9.04
1212,2018-07-27,싱 스트리트,9.01
1213,2018-07-27,어벤져스: 인피니티 워,8.97
1214,2018-07-27,미드나잇 선,8.89
1215,2018-07-27,소공녀,8.88
1216,2018-07-27,아무도 모른다,8.83
1217,2018-07-27,그렇게 아버지가 된다,8.83
1218,2018-07-27,아이 필 프리티,8.82
1219,2018-07-27,리틀 포레스트,8.74
1220,2018-07-27,바닷마을 다이어리,8.74
1221,2018-07-27,"부르고뉴, 와인에서 찾은 인생",8.71
1222,2018-07-27,블레이드 2,8.69
1223,2018-07-27,앤트맨과 와스프,8.68
1224,2018-07-27,걸어도 걸어도,8.65
1225,2018-07-27,건축학개론,8.65
1226,2018-07-27,개들의 섬,8.64
1227,2018-07-27,진짜로 일어날지도 몰라 기적,8.63
1228,2018-07-27,태풍이 지나가고,8.6
1229,2018-07-27,시카리오: 데이 오브 솔다도,8.53
1230,2018-07-27,"오늘 밤, 로맨스 극장에서",8.51
1231,2018-07-27,탐정: 리턴즈,8.5
1232,2018-07-27,이별의 아침에 약속의 꽃을 장식하자,8.42
1233,2018-07-27,여고괴담 두번째 이야기,8.3
1234,2018-07-27,시카리오: 암살자의 도시,8.26
1235,2018-07-27,마녀,8.21
1236,2018-07-27,판의 미로 - 오필리아와 세 개의 열쇠,8.21
1237,2018-07-27,스카이스크래퍼,8.19
1238,2018-07-27,쥬라기 월드: 폴른 킹덤,8.16
1239,2018-07-27,나의 산티아고,8.13
1240,2018-07-27,환상의 빛,8.01
1241,2018-07-27,변산,7.99
1242,2018-07-27,아이 엠 러브,7.95
1243,2018-07-27,파리로 가는 길,7.91
1244,2018-07-27,조용한 가족,7.85
1245,2018-07-27,세 번째 살인,7.78
1246,2018-07-27,어거스트 : 가족의 초상,7.78
1247,2018-07-27,독전,7.63
1248,2018-07-27,단지 세상의 끝,7.45
1249,2018-07-27,킬링 디어,7.26
1250,2018-07-28,아일라,9.56
1251,2018-07-28,당갈,9.56
1252,2018-07-28,허스토리,9.42
1253,2018-07-28,원더,9.41
1254,2018-07-28,레옹,9.37
1255,2018-07-28,동주,9.35
1256,2018-07-28,피아니스트,9.3
1257,2018-07-28,인크레더블 2,9.26
1258,2018-07-28,벤허,9.22
1259,2018-07-28,미션 임파서블: 폴아웃,9.19
1260,2018-07-28,싱 스트리트,9.01
1261,2018-07-28,어벤져스: 인피니티 워,8.97
1262,2018-07-28,신비아파트: 금빛 도깨비와 비밀의 동굴,8.92
1263,2018-07-28,소공녀,8.88
1264,2018-07-28,미드나잇 선,8.88
1265,2018-07-28,그렇게 아버지가 된다,8.83
1266,2018-07-28,아무도 모른다,8.83
1267,2018-07-28,아이 필 프리티,8.82
1268,2018-07-28,리틀 포레스트,8.74
1269,2018-07-28,바닷마을 다이어리,8.74
1270,2018-07-28,"부르고뉴, 와인에서 찾은 인생",8.71
1271,2018-07-28,블레이드 2,8.69
1272,2018-07-28,앤트맨과 와스프,8.68
1273,2018-07-28,걸어도 걸어도,8.65
1274,2018-07-28,건축학개론,8.65
1275,2018-07-28,진짜로 일어날지도 몰라 기적,8.63
1276,2018-07-28,개들의 섬,8.63
1277,2018-07-28,태풍이 지나가고,8.6
1278,2018-07-28,시카리오: 데이 오브 솔다도,8.53
1279,2018-07-28,"오늘 밤, 로맨스 극장에서",8.51
1280,2018-07-28,탐정: 리턴즈,8.49
1281,2018-07-28,이별의 아침에 약속의 꽃을 장식하자,8.46
1282,2018-07-28,500일의 썸머,8.38
1283,2018-07-28,여고괴담 두번째 이야기,8.31
1284,2018-07-28,시카리오: 암살자의 도시,8.26
1285,2018-07-28,마녀,8.21
1286,2018-07-28,판의 미로 - 오필리아와 세 개의 열쇠,8.21
1287,2018-07-28,스카이스크래퍼,8.19
1288,2018-07-28,쥬라기 월드: 폴른 킹덤,8.15
1289,2018-07-28,나의 산티아고,8.13
1290,2018-07-28,변산,7.99
1291,2018-07-28,아이 엠 러브,7.95
1292,2018-07-28,파리로 가는 길,7.91
1293,2018-07-28,조용한 가족,7.85
1294,2018-07-28,한여름의 판타지아,7.83
1295,2018-07-28,세 번째 살인,7.78
1296,2018-07-28,어거스트 : 가족의 초상,7.78
1297,2018-07-28,독전,7.63
1298,2018-07-28,단지 세상의 끝,7.45
1299,2018-07-28,킬링 디어,7.29
1300,2018-07-29,아일라,9.56
1301,2018-07-29,당갈,9.56
1302,2018-07-29,허스토리,9.42
1303,2018-07-29,원더,9.41
1304,2018-07-29,레옹,9.37
1305,2018-07-29,동주,9.35
1306,2018-07-29,피아니스트,9.3
1307,2018-07-29,인크레더블 2,9.26
1308,2018-07-29,어느 가족,9.26
1309,2018-07-29,벤허,9.22
1310,2018-07-29,미션 임파서블: 폴아웃,9.17
1311,2018-07-29,싱 스트리트,9.01
1312,2018-07-29,어벤져스: 인피니티 워,8.97
1313,2018-07-29,신비아파트: 금빛 도깨비와 비밀의 동굴,8.91
1314,2018-07-29,소공녀,8.88
1315,2018-07-29,미드나잇 선,8.87
1316,2018-07-29,그렇게 아버지가 된다,8.83
1317,2018-07-29,아무도 모른다,8.83
1318,2018-07-29,아이 필 프리티,8.81
1319,2018-07-29,리틀 포레스트,8.74
1320,2018-07-29,바닷마을 다이어리,8.74
1321,2018-07-29,"부르고뉴, 와인에서 찾은 인생",8.71
1322,2018-07-29,블레이드 2,8.69
1323,2018-07-29,앤트맨과 와스프,8.68
1324,2018-07-29,걸어도 걸어도,8.65
1325,2018-07-29,건축학개론,8.65
1326,2018-07-29,진짜로 일어날지도 몰라 기적,8.63
1327,2018-07-29,개들의 섬,8.63
1328,2018-07-29,태풍이 지나가고,8.6
1329,2018-07-29,시카리오: 데이 오브 솔다도,8.53
1330,2018-07-29,"오늘 밤, 로맨스 극장에서",8.5
1331,2018-07-29,탐정: 리턴즈,8.48
1332,2018-07-29,이별의 아침에 약속의 꽃을 장식하자,8.47
1333,2018-07-29,500일의 썸머,8.38
1334,2018-07-29,여고괴담 두번째 이야기,8.31
1335,2018-07-29,시카리오: 암살자의 도시,8.26
1336,2018-07-29,마녀,8.22
1337,2018-07-29,판의 미로 - 오필리아와 세 개의 열쇠,8.21
1338,2018-07-29,스카이스크래퍼,8.18
1339,2018-07-29,쥬라기 월드: 폴른 킹덤,8.15
1340,2018-07-29,나의 산티아고,8.13
1341,2018-07-29,변산,7.99
1342,2018-07-29,아이 엠 러브,7.92
1343,2018-07-29,파리로 가는 길,7.91
1344,2018-07-29,조용한 가족,7.85
1345,2018-07-29,한여름의 판타지아,7.83
1346,2018-07-29,세 번째 살인,7.78
1347,2018-07-29,어거스트 : 가족의 초상,7.78
1348,2018-07-29,독전,7.62
1349,2018-07-29,단지 세상의 끝,7.45
1350,2018-07-30,아일라,9.56
1351,2018-07-30,당갈,9.56
1352,2018-07-30,허스토리,9.42
1353,2018-07-30,원더,9.41
1354,2018-07-30,레옹,9.37
1355,2018-07-30,동주,9.35
1356,2018-07-30,피아니스트,9.3
1357,2018-07-30,인크레더블 2,9.27
1358,2018-07-30,어느 가족,9.26
1359,2018-07-30,"서서평, 천천히 평온하게",9.22
1360,2018-07-30,바람과 함께 사라지다,9.22
1361,2018-07-30,벤허,9.22
1362,2018-07-30,미션 임파서블: 폴아웃,9.17
1363,2018-07-30,싱 스트리트,9.01
1364,2018-07-30,어벤져스: 인피니티 워,8.97
1365,2018-07-30,미션,8.9
1366,2018-07-30,신비아파트: 금빛 도깨비와 비밀의 동굴,8.89
1367,2018-07-30,소공녀,8.88
1368,2018-07-30,미드나잇 선,8.88
1369,2018-07-30,아무도 모른다,8.83
1370,2018-07-30,그렇게 아버지가 된다,8.83
1371,2018-07-30,아이 필 프리티,8.81
1372,2018-07-30,리틀 포레스트,8.74
1373,2018-07-30,바닷마을 다이어리,8.74
1374,2018-07-30,"부르고뉴, 와인에서 찾은 인생",8.71
1375,2018-07-30,블레이드 2,8.69
1376,2018-07-30,앤트맨과 와스프,8.68
1377,2018-07-30,걸어도 걸어도,8.65
1378,2018-07-30,건축학개론,8.65
1379,2018-07-30,개들의 섬,8.63
1380,2018-07-30,태풍이 지나가고,8.6
1381,2018-07-30,시카리오: 데이 오브 솔다도,8.53
1382,2018-07-30,"오늘 밤, 로맨스 극장에서",8.5
1383,2018-07-30,이별의 아침에 약속의 꽃을 장식하자,8.46
1384,2018-07-30,500일의 썸머,8.38
1385,2018-07-30,시카리오: 암살자의 도시,8.26
1386,2018-07-30,마녀,8.22
1387,2018-07-30,판의 미로 - 오필리아와 세 개의 열쇠,8.21
1388,2018-07-30,스카이스크래퍼,8.18
1389,2018-07-30,쥬라기 월드: 폴른 킹덤,8.14
1390,2018-07-30,나의 산티아고,8.13
1391,2018-07-30,변산,7.98
1392,2018-07-30,아이 엠 러브,7.93
1393,2018-07-30,파리로 가는 길,7.91
1394,2018-07-30,조용한 가족,7.85
1395,2018-07-30,한여름의 판타지아,7.83
1396,2018-07-30,세 번째 살인,7.78
1397,2018-07-30,어거스트 : 가족의 초상,7.78
1398,2018-07-30,독전,7.62
1399,2018-07-30,단지 세상의 끝,7.45
1400,2018-07-31,아일라,9.56
1401,2018-07-31,당갈,9.55
1402,2018-07-31,허스토리,9.42
1403,2018-07-31,원더,9.41
1404,2018-07-31,레옹,9.37
1405,2018-07-31,동주,9.35
1406,2018-07-31,피아니스트,9.3
1407,2018-07-31,인크레더블 2,9.27
1408,2018-07-31,어느 가족,9.22
1409,2018-07-31,바람과 함께 사라지다,9.22
1410,2018-07-31,벤허,9.22
1411,2018-07-31,파수꾼,9.19
1412,2018-07-31,미션 임파서블: 폴아웃,9.16
1413,2018-07-31,싱 스트리트,9.01
1414,2018-07-31,어벤져스: 인피니티 워,8.96
1415,2018-07-31,미션,8.9
1416,2018-07-31,소공녀,8.88
1417,2018-07-31,미드나잇 선,8.86
1418,2018-07-31,신비아파트: 금빛 도깨비와 비밀의 동굴,8.85
1419,2018-07-31,그렇게 아버지가 된다,8.83
1420,2018-07-31,아이 필 프리티,8.8
1421,2018-07-31,리틀 포레스트,8.74
1422,2018-07-31,바닷마을 다이어리,8.74
1423,2018-07-31,"부르고뉴, 와인에서 찾은 인생",8.71
1424,2018-07-31,블레이드 2,8.69
1425,2018-07-31,앤트맨과 와스프,8.68
1426,2018-07-31,걸어도 걸어도,8.65
1427,2018-07-31,건축학개론,8.65
1428,2018-07-31,개들의 섬,8.61
1429,2018-07-31,태풍이 지나가고,8.6
1430,2018-07-31,시카리오: 데이 오브 솔다도,8.53
1431,2018-07-31,"오늘 밤, 로맨스 극장에서",8.5
1432,2018-07-31,이별의 아침에 약속의 꽃을 장식하자,8.48
1433,2018-07-31,500일의 썸머,8.38
1434,2018-07-31,시카리오: 암살자의 도시,8.26
1435,2018-07-31,마녀,8.22
1436,2018-07-31,판의 미로 - 오필리아와 세 개의 열쇠,8.21
1437,2018-07-31,스카이스크래퍼,8.18
1438,2018-07-31,쥬라기 월드: 폴른 킹덤,8.13
1439,2018-07-31,나의 산티아고,8.13
1440,2018-07-31,변산,7.98
1441,2018-07-31,아이 엠 러브,7.91
1442,2018-07-31,파리로 가는 길,7.91
1443,2018-07-31,조용한 가족,7.85
1444,2018-07-31,한여름의 판타지아,7.83
1445,2018-07-31,세 번째 살인,7.78
1446,2018-07-31,어거스트 : 가족의 초상,7.78
1447,2018-07-31,독전,7.62
1448,2018-07-31,단지 세상의 끝,7.45
1449,2018-07-31,킬링 디어,7.17
1450,2018-08-01,아일라,9.56
1451,2018-08-01,당갈,9.55
1452,2018-08-01,원더,9.41
1453,2018-08-01,허스토리,9.41
1454,2018-08-01,레옹,9.37
1455,2018-08-01,동주,9.35
1456,2018-08-01,인크레더블 2,9.27
1457,2018-08-01,어느 가족,9.25
1458,2018-08-01,바람과 함께 사라지다,9.22
1459,2018-08-01,벤허,9.22
1460,2018-08-01,파수꾼,9.19
1461,2018-08-01,미션 임파서블: 폴아웃,9.16
1462,2018-08-01,레이,9.03
1463,2018-08-01,싱 스트리트,9.01
1464,2018-08-01,어벤져스: 인피니티 워,8.96
1465,2018-08-01,"알로, 슈티",8.89
1466,2018-08-01,미션,8.89
1467,2018-08-01,소공녀,8.89
1468,2018-08-01,미드나잇 선,8.86
1469,2018-08-01,그렇게 아버지가 된다,8.83
1470,2018-08-01,신비아파트: 금빛 도깨비와 비밀의 동굴,8.82
1471,2018-08-01,리틀 포레스트,8.74
1472,2018-08-01,바닷마을 다이어리,8.74
1473,2018-08-01,"부르고뉴, 와인에서 찾은 인생",8.71
1474,2018-08-01,블레이드 2,8.69
1475,2018-08-01,앤트맨과 와스프,8.68
1476,2018-08-01,걸어도 걸어도,8.65
1477,2018-08-01,건축학개론,8.65
1478,2018-08-01,개들의 섬,8.6
1479,2018-08-01,태풍이 지나가고,8.6
1480,2018-08-01,시카리오: 데이 오브 솔다도,8.53
1481,2018-08-01,"오늘 밤, 로맨스 극장에서",8.5
1482,2018-08-01,이별의 아침에 약속의 꽃을 장식하자,8.49
1483,2018-08-01,500일의 썸머,8.38
1484,2018-08-01,마녀,8.21
1485,2018-08-01,판의 미로 - 오필리아와 세 개의 열쇠,8.21
1486,2018-08-01,스카이스크래퍼,8.18
1487,2018-08-01,나의 산티아고,8.13
1488,2018-08-01,쥬라기 월드: 폴른 킹덤,8.13
1489,2018-08-01,변산,7.98
1490,2018-08-01,아이 엠 러브,7.93
1491,2018-08-01,파리로 가는 길,7.91
1492,2018-08-01,조용한 가족,7.86
1493,2018-08-01,한여름의 판타지아,7.83
1494,2018-08-01,세 번째 살인,7.78
1495,2018-08-01,어거스트 : 가족의 초상,7.78
1496,2018-08-01,독전,7.62
1497,2018-08-01,단지 세상의 끝,7.45
1498,2018-08-01,킬링 디어,7.19
1499,2018-08-01,신과함께-인과 연,7.17
1500,2018-08-02,아일라,9.55
1501,2018-08-02,당갈,9.55
1502,2018-08-02,원더,9.41
1503,2018-08-02,허스토리,9.41
1504,2018-08-02,레옹,9.37
1505,2018-08-02,동주,9.35
1506,2018-08-02,극장판 헬로카봇 : 백악기 시대,9.29
1507,2018-08-02,어느 가족,9.27
1508,2018-08-02,인크레더블 2,9.27
1509,2018-08-02,바람과 함께 사라지다,9.22
1510,2018-08-02,벤허,9.22
1511,2018-08-02,파수꾼,9.19
1512,2018-08-02,미션 임파서블: 폴아웃,9.15
1513,2018-08-02,레이,9.03
1514,2018-08-02,싱 스트리트,9.01
1515,2018-08-02,어벤져스: 인피니티 워,8.96
1516,2018-08-02,"알로, 슈티",8.89
1517,2018-08-02,미션,8.89
1518,2018-08-02,소공녀,8.88
1519,2018-08-02,미드나잇 선,8.84
1520,2018-08-02,그렇게 아버지가 된다,8.83
1521,2018-08-02,신비아파트: 금빛 도깨비와 비밀의 동굴,8.83
1522,2018-08-02,리틀 포레스트,8.74
1523,2018-08-02,바닷마을 다이어리,8.74
1524,2018-08-02,"부르고뉴, 와인에서 찾은 인생",8.71
1525,2018-08-02,블레이드 2,8.69
1526,2018-08-02,앤트맨과 와스프,8.68
1527,2018-08-02,걸어도 걸어도,8.65
1528,2018-08-02,건축학개론,8.65
1529,2018-08-02,태풍이 지나가고,8.6
1530,2018-08-02,개들의 섬,8.6
1531,2018-08-02,시카리오: 데이 오브 솔다도,8.53
1532,2018-08-02,"오늘 밤, 로맨스 극장에서",8.51
1533,2018-08-02,이별의 아침에 약속의 꽃을 장식하자,8.51
1534,2018-08-02,500일의 썸머,8.38
1535,2018-08-02,마녀,8.22
1536,2018-08-02,판의 미로 - 오필리아와 세 개의 열쇠,8.2
1537,2018-08-02,스카이스크래퍼,8.18
1538,2018-08-02,나의 산티아고,8.13
1539,2018-08-02,쥬라기 월드: 폴른 킹덤,8.13
1540,2018-08-02,아이 엠 러브,7.95
1541,2018-08-02,변산,7.92
1542,2018-08-02,파리로 가는 길,7.91
1543,2018-08-02,조용한 가족,7.86
1544,2018-08-02,한여름의 판타지아,7.83
1545,2018-08-02,세 번째 살인,7.79
1546,2018-08-02,어거스트 : 가족의 초상,7.78
1547,2018-08-02,신과함께-인과 연,7.63
1548,2018-08-02,독전,7.61
1549,2018-08-02,단지 세상의 끝,7.45
1550,2018-08-03,아일라,9.56
1551,2018-08-03,당갈,9.55
1552,2018-08-03,원더,9.41
1553,2018-08-03,허스토리,9.41
1554,2018-08-03,레옹,9.37
1555,2018-08-03,동주,9.35
1556,2018-08-03,극장판 헬로카봇 : 백악기 시대,9.3
1557,2018-08-03,인크레더블 2,9.27
1558,2018-08-03,어느 가족,9.26
1559,2018-08-03,바람과 함께 사라지다,9.22
1560,2018-08-03,벤허,9.22
1561,2018-08-03,파수꾼,9.19
1562,2018-08-03,미션 임파서블: 폴아웃,9.15
1563,2018-08-03,레이,9.03
1564,2018-08-03,싱 스트리트,9.01
1565,2018-08-03,어벤져스: 인피니티 워,8.96
1566,2018-08-03,"알로, 슈티",8.89
1567,2018-08-03,미션,8.89
1568,2018-08-03,소공녀,8.89
1569,2018-08-03,미드나잇 선,8.84
1570,2018-08-03,그렇게 아버지가 된다,8.83
1571,2018-08-03,신비아파트: 금빛 도깨비와 비밀의 동굴,8.83
1572,2018-08-03,리틀 포레스트,8.74
1573,2018-08-03,바닷마을 다이어리,8.74
1574,2018-08-03,"부르고뉴, 와인에서 찾은 인생",8.71
1575,2018-08-03,블레이드 2,8.69
1576,2018-08-03,앤트맨과 와스프,8.68
1577,2018-08-03,걸어도 걸어도,8.65
1578,2018-08-03,건축학개론,8.65
1579,2018-08-03,개들의 섬,8.6
1580,2018-08-03,태풍이 지나가고,8.6
1581,2018-08-03,시카리오: 데이 오브 솔다도,8.53
1582,2018-08-03,이별의 아침에 약속의 꽃을 장식하자,8.52
1583,2018-08-03,"오늘 밤, 로맨스 극장에서",8.51
1584,2018-08-03,500일의 썸머,8.38
1585,2018-08-03,마녀,8.22
1586,2018-08-03,판의 미로 - 오필리아와 세 개의 열쇠,8.2
1587,2018-08-03,스카이스크래퍼,8.18
1588,2018-08-03,나의 산티아고,8.13
1589,2018-08-03,쥬라기 월드: 폴른 킹덤,8.12
1590,2018-08-03,아이 엠 러브,7.96
1591,2018-08-03,파리로 가는 길,7.91
1592,2018-08-03,조용한 가족,7.86
1593,2018-08-03,변산,7.86
1594,2018-08-03,한여름의 판타지아,7.83
1595,2018-08-03,세 번째 살인,7.78
1596,2018-08-03,어거스트 : 가족의 초상,7.78
1597,2018-08-03,신과함께-인과 연,7.7
1598,2018-08-03,독전,7.61
1599,2018-08-03,콜 미 바이 유어 네임,7.53
1600,2018-08-04,아일라,9.56
1601,2018-08-04,당갈,9.55
1602,2018-08-04,원더,9.41
1603,2018-08-04,허스토리,9.41
1604,2018-08-04,레옹,9.37
1605,2018-08-04,동주,9.35
1606,2018-08-04,극장판 헬로카봇 : 백악기 시대,9.27
1607,2018-08-04,인크레더블 2,9.26
1608,2018-08-04,어느 가족,9.25
1609,2018-08-04,바람과 함께 사라지다,9.22
1610,2018-08-04,파수꾼,9.19
1611,2018-08-04,미션 임파서블: 폴아웃,9.16
1612,2018-08-04,레이,9.03
1613,2018-08-04,싱 스트리트,9.01
1614,2018-08-04,어벤져스: 인피니티 워,8.96
1615,2018-08-04,"알로, 슈티",8.89
1616,2018-08-04,미션,8.89
1617,2018-08-04,소공녀,8.89
1618,2018-08-04,미드나잇 선,8.83
1619,2018-08-04,그렇게 아버지가 된다,8.83
1620,2018-08-04,신비아파트: 금빛 도깨비와 비밀의 동굴,8.82
1621,2018-08-04,리틀 포레스트,8.74
1622,2018-08-04,바닷마을 다이어리,8.74
1623,2018-08-04,"부르고뉴, 와인에서 찾은 인생",8.72
1624,2018-08-04,블레이드 2,8.69
1625,2018-08-04,앤트맨과 와스프,8.67
1626,2018-08-04,건축학개론,8.65
1627,2018-08-04,걸어도 걸어도,8.65
1628,2018-08-04,개들의 섬,8.6
1629,2018-08-04,태풍이 지나가고,8.6
1630,2018-08-04,시카리오: 데이 오브 솔다도,8.53
1631,2018-08-04,"오늘 밤, 로맨스 극장에서",8.51
1632,2018-08-04,이별의 아침에 약속의 꽃을 장식하자,8.49
1633,2018-08-04,500일의 썸머,8.38
1634,2018-08-04,마녀,8.22
1635,2018-08-04,스카이스크래퍼,8.18
1636,2018-08-04,나의 산티아고,8.13
1637,2018-08-04,쥬라기 월드: 폴른 킹덤,8.12
1638,2018-08-04,아이 엠 러브,7.98
1639,2018-08-04,파리로 가는 길,7.91
1640,2018-08-04,조용한 가족,7.86
1641,2018-08-04,한여름의 판타지아,7.83
1642,2018-08-04,변산,7.81
1643,2018-08-04,세 번째 살인,7.78
1644,2018-08-04,어거스트 : 가족의 초상,7.78
1645,2018-08-04,신과함께-인과 연,7.72
1646,2018-08-04,독전,7.61
1647,2018-08-04,콜 미 바이 유어 네임,7.53
1648,2018-08-04,단지 세상의 끝,7.45
1649,2018-08-04,킬링 디어,7.21
1650,2018-08-05,아일라,9.55
1651,2018-08-05,당갈,9.55
1652,2018-08-05,원더,9.41
1653,2018-08-05,허스토리,9.41
1654,2018-08-05,레옹,9.37
1655,2018-08-05,동주,9.35
1656,2018-08-05,인크레더블 2,9.27
1657,2018-08-05,어느 가족,9.25
1658,2018-08-05,극장판 헬로카봇 : 백악기 시대,9.25
1659,2018-08-05,바람과 함께 사라지다,9.22
1660,2018-08-05,파수꾼,9.19
1661,2018-08-05,미션 임파서블: 폴아웃,9.16
1662,2018-08-05,어벤져스: 인피니티 워,8.96
1663,2018-08-05,미션,8.89
1664,2018-08-05,소공녀,8.88
1665,2018-08-05,미드나잇 선,8.84
1666,2018-08-05,그렇게 아버지가 된다,8.83
1667,2018-08-05,신비아파트: 금빛 도깨비와 비밀의 동굴,8.81
1668,2018-08-05,리틀 포레스트,8.74
1669,2018-08-05,바닷마을 다이어리,8.74
1670,2018-08-05,"부르고뉴, 와인에서 찾은 인생",8.72
1671,2018-08-05,블레이드 2,8.69
1672,2018-08-05,앤트맨과 와스프,8.67
1673,2018-08-05,걸어도 걸어도,8.65
1674,2018-08-05,건축학개론,8.65
1675,2018-08-05,개들의 섬,8.6
1676,2018-08-05,태풍이 지나가고,8.6
1677,2018-08-05,시카리오: 데이 오브 솔다도,8.53
1678,2018-08-05,"오늘 밤, 로맨스 극장에서",8.51
1679,2018-08-05,이별의 아침에 약속의 꽃을 장식하자,8.48
1680,2018-08-05,500일의 썸머,8.38
1681,2018-08-05,마녀,8.22
1682,2018-08-05,스카이스크래퍼,8.18
1683,2018-08-05,나의 산티아고,8.13
1684,2018-08-05,아이 엠 러브,7.97
1685,2018-08-05,파리로 가는 길,7.91
1686,2018-08-05,조용한 가족,7.86
1687,2018-08-05,한여름의 판타지아,7.83
1688,2018-08-05,세 번째 살인,7.78
1689,2018-08-05,변산,7.78
1690,2018-08-05,어거스트 : 가족의 초상,7.78
1691,2018-08-05,신과함께-인과 연,7.75
1692,2018-08-05,독전,7.61
1693,2018-08-05,콜 미 바이 유어 네임,7.52
1694,2018-08-05,단지 세상의 끝,7.45
1695,2018-08-05,킬링 디어,7.18
1696,2018-08-05,호텔 아르테미스,6.95
1697,2018-08-05,"안녕, 나의 소녀",6.68
1698,2018-08-05,비밀은 없다,6.51
1699,2018-08-05,인랑,4.15
1700,2018-08-06,아일라,9.55
1701,2018-08-06,당갈,9.55
1702,2018-08-06,원더,9.41
1703,2018-08-06,허스토리,9.4
1704,2018-08-06,레옹,9.37
1705,2018-08-06,동주,9.35
1706,2018-08-06,인크레더블 2,9.27
1707,2018-08-06,극장판 헬로카봇 : 백악기 시대,9.26
1708,2018-08-06,어느 가족,9.25
1709,2018-08-06,바람과 함께 사라지다,9.22
1710,2018-08-06,파수꾼,9.19
1711,2018-08-06,사랑과 영혼,9.17
1712,2018-08-06,미션 임파서블: 폴아웃,9.15
1713,2018-08-06,어벤져스: 인피니티 워,8.96
1714,2018-08-06,바르다가 사랑한 얼굴들,8.95
1715,2018-08-06,미션,8.89
1716,2018-08-06,소공녀,8.88
1717,2018-08-06,그렇게 아버지가 된다,8.83
1718,2018-08-06,미드나잇 선,8.83
1719,2018-08-06,신비아파트: 금빛 도깨비와 비밀의 동굴,8.81
1720,2018-08-06,미녀와 야수,8.79
1721,2018-08-06,리틀 포레스트,8.74
1722,2018-08-06,바닷마을 다이어리,8.74
1723,2018-08-06,"부르고뉴, 와인에서 찾은 인생",8.71
1724,2018-08-06,블레이드 2,8.69
1725,2018-08-06,앤트맨과 와스프,8.67
1726,2018-08-06,건축학개론,8.65
1727,2018-08-06,걸어도 걸어도,8.64
1728,2018-08-06,개들의 섬,8.6
1729,2018-08-06,안경,8.6
1730,2018-08-06,미드나잇 인 파리,8.55
1731,2018-08-06,시카리오: 데이 오브 솔다도,8.53
1732,2018-08-06,캐롤,8.53
1733,2018-08-06,"오늘 밤, 로맨스 극장에서",8.5
1734,2018-08-06,이별의 아침에 약속의 꽃을 장식하자,8.48
1735,2018-08-06,명탐정 코난 : 감벽의 관,8.42
1736,2018-08-06,500일의 썸머,8.38
1737,2018-08-06,카모메 식당,8.37
1738,2018-08-06,마녀,8.22
1739,2018-08-06,스카이스크래퍼,8.18
1740,2018-08-06,나의 산티아고,8.13
1741,2018-08-06,아이 엠 러브,7.98
1742,2018-08-06,파리로 가는 길,7.91
1743,2018-08-06,한여름의 판타지아,7.83
1744,2018-08-06,세 번째 살인,7.78
1745,2018-08-06,변산,7.76
1746,2018-08-06,신과함께-인과 연,7.75
1747,2018-08-06,독전,7.6
1748,2018-08-06,콜 미 바이 유어 네임,7.52
1749,2018-08-06,킬링 디어,7.2
1750,2018-08-07,아일라,9.55
1751,2018-08-07,당갈,9.55
1752,2018-08-07,원더,9.42
1753,2018-08-07,허스토리,9.39
1754,2018-08-07,레옹,9.37
1755,2018-08-07,동주,9.35
1756,2018-08-07,인크레더블 2,9.27
1757,2018-08-07,극장판 헬로카봇 : 백악기 시대,9.25
1758,2018-08-07,어느 가족,9.24
1759,2018-08-07,바람과 함께 사라지다,9.22
1760,2018-08-07,파수꾼,9.19
1761,2018-08-07,사랑과 영혼,9.17
1762,2018-08-07,미션 임파서블: 폴아웃,9.15
1763,2018-08-07,어벤져스: 인피니티 워,8.96
1764,2018-08-07,바르다가 사랑한 얼굴들,8.93
1765,2018-08-07,소공녀,8.88
1766,2018-08-07,그렇게 아버지가 된다,8.83
1767,2018-08-07,미드나잇 선,8.83
1768,2018-08-07,신비아파트: 금빛 도깨비와 비밀의 동굴,8.81
1769,2018-08-07,리틀 포레스트,8.74
1770,2018-08-07,바닷마을 다이어리,8.74
1771,2018-08-07,"부르고뉴, 와인에서 찾은 인생",8.71
1772,2018-08-07,블레이드 2,8.69
1773,2018-08-07,앤트맨과 와스프,8.67
1774,2018-08-07,건축학개론,8.65
1775,2018-08-07,걸어도 걸어도,8.64
1776,2018-08-07,개들의 섬,8.6
1777,2018-08-07,안경,8.6
1778,2018-08-07,미드나잇 인 파리,8.55
1779,2018-08-07,시카리오: 데이 오브 솔다도,8.53
1780,2018-08-07,캐롤,8.53
1781,2018-08-07,"오늘 밤, 로맨스 극장에서",8.5
1782,2018-08-07,이별의 아침에 약속의 꽃을 장식하자,8.47
